,scan,precursormz,totalIonCurrent,injectTime,scanTime
1254,16188,503.218902587891,1449560.75,104.00968170166,44.964309382383
1255,16189,486.216186523438,2892134.75,156.323547363281,44.966323096517
1256,16190,416.221588134766,101651048.0,21.488807678223,44.969208257583
1257,16191,495.758697509766,732610.5,176.521789550781,44.969850054117
1258,16192,437.224914550781,1873854.0,89.769897460938,44.97307188745
1259,16193,496.721313476563,652322.0,216.08381652832,44.974846752017
1260,16194,638.285278320313,529660.8125,272.890106201172,44.978759334667
1261,16195,483.710205078125,1741313.0,97.895095825195,44.983587534933
1262,16197,423.227386474609,4941449.0,43.158351898193,44.988533332517
1263,16198,538.737487792969,632513.4375,270.122680664063,44.989591512783
1264,16199,533.247680664063,412281.9375,326.968475341797,44.994374737333
1265,16200,503.218902587891,1302796.0,116.616142272949,45.000103517867
1266,16201,486.216186523438,5631111.0,66.699569702148,45.002327843983
1267,16202,416.221588134766,88530680.0,22.0,45.003719533067
1268,16203,495.758697509766,650940.5625,215.226806640625,45.004361148267
1269,16204,437.224914550781,1674451.0,94.980545043945,45.0082271512
1270,16205,496.721313476563,589923.5,239.68049621582,45.0100901048
1271,16206,638.285278320313,488936.15625,295.409454345703,45.014415216
1272,16207,483.710205078125,1669822.125,100.13614654541,45.019618525333
1273,16209,423.227386474609,4795230.0,44.799865722656,45.024602661583
1274,16210,538.737487792969,654927.875,233.404510498047,45.0256882064
1275,16211,533.247680664063,395246.4375,348.949432373047,45.02985973385
1276,16212,503.218902587891,1316610.0,122.011940002441,45.03595516265
1277,16213,486.216186523438,8482175.0,40.999668121338,45.038268784
1278,16214,416.221588134766,64826744.0,22.0,45.039232560533
1279,16215,495.758697509766,644708.6875,228.007995605469,45.039874396
1280,16216,437.224914550781,1710762.0,99.762733459473,45.043964887217
1281,16217,496.721313476563,597672.4375,249.836822509766,45.045907998933
1282,16218,638.285278320313,465672.625,302.090148925781,45.050351231733
1283,16219,483.710205078125,1927995.5,99.16381072998,45.055665744533
1284,16221,423.227386474609,4369690.5,45.680660247803,45.060631396267
1285,16222,538.737487792969,617709.5625,226.135055541992,45.061730334933
1286,16223,533.247680664063,364476.8125,363.535888671875,45.065781481067
1287,16224,503.218902587891,1353211.25,120.979545593262,45.072120069583
1288,16225,486.216186523438,8240636.0,32.772895812988,45.074416311467
1289,16226,416.221588134766,54209316.0,22.0,45.07524212105
1290,16227,495.758697509766,565281.8125,230.209487915039,45.0758844944
1291,16228,437.224914550781,2212303.25,98.052833557129,45.080040008517
1292,16229,496.721313476563,489351.0625,246.981231689453,45.08195384265
1293,16230,638.285278320313,425703.71875,316.579498291016,45.086349341883
1294,16231,483.710205078125,2251506.0,88.144386291504,45.0919045352
1295,16233,423.227386474609,4056894.25,46.573951721191,45.0966943296
1296,16234,538.737487792969,658701.375,222.838684082031,45.097817387733
1297,16235,533.247680664063,344655.5625,365.585327148438,45.101811615733
1298,16236,503.218902587891,1487138.25,111.088325500488,45.108184846133
1299,16237,486.216186523438,6709463.0,32.423355102539,45.110323734383
1300,16238,416.221588134766,37934412.0,22.0,45.111174442117
1301,16239,495.758697509766,548120.5,242.732772827148,45.111815435733
1302,16240,437.224914550781,2914816.25,75.333793640137,45.11613904425
1303,16241,496.721313476563,489060.625,277.720794677734,45.117674394117
1304,16242,638.285278320313,486297.90625,321.038696289063,45.1225827248
1305,16243,483.710205078125,2972232.25,73.745780944824,45.128212963717
1306,16245,423.227386474609,3688239.5,49.828411102295,45.13276258
1307,16246,538.737487792969,747080.5,216.788436889648,45.133932017883
1308,16247,533.247680664063,311250.15625,398.722930908203,45.1378280936
1309,16248,503.218902587891,1716764.125,105.506469726563,45.144783837867
1310,16249,486.216186523438,5235939.0,36.468399047852,45.1468220656
1311,16250,416.221588134766,22524958.0,22.0,45.147710125333
1312,16251,495.758697509766,623386.625,258.000396728516,45.148350804267
1313,16252,437.224914550781,3317548.25,62.662822723389,45.1529309608
1314,16253,496.721313476563,494316.03125,287.082733154297,45.154257079183
1315,16254,638.285278320313,525029.375,292.538696289063,45.159322009333
1316,16255,483.710205078125,3598521.5,61.327484130859,45.164482342683
1317,16257,423.227386474609,3283677.75,54.19356918335,45.168824910133
1318,16258,538.737487792969,642825.0,198.920776367188,45.170066864533
1319,16259,533.247680664063,323510.96875,453.882385253906,45.173661229583
1320,16260,503.218902587891,1860570.375,96.058555603027,45.18153702745
1321,16261,486.216186523438,4352846.5,42.705848693848,45.183418503733
1322,16262,416.221588134766,15215424.0,22.712921142578,45.184409781583
1323,16263,495.758697509766,1271916.875,235.880905151367,45.185063330133
1324,16264,437.224914550781,3395235.0,58.274566650391,45.189273886383
1325,16265,496.721313476563,907054.6875,293.096710205078,45.190525339983
1326,16266,638.285278320313,532084.8125,280.672332763672,45.195689903717
1327,16267,483.710205078125,4261737.5,54.633369445801,45.2006462224
1328,16269,423.227386474609,2938131.5,65.195594787598,45.20488198935
1329,16270,538.737487792969,683932.4375,264.172058105469,45.2063055216
1330,16271,533.247680664063,297871.96875,509.049468994141,45.211018436267
1331,16272,503.218902587891,1721218.75,101.643753051758,45.219781119483
1332,16273,486.216186523438,3289888.25,52.508651733398,45.221756942933
1333,16274,416.221588134766,17060742.0,26.315082550049,45.222913128533
1334,16275,495.758697509766,5484676.0,141.668411254883,45.223632843717
1335,16276,437.224914550781,2680768.25,63.420848846436,45.22627360665
1336,16277,496.721313476563,3189521.75,192.345397949219,45.227611075183
1337,16278,638.285278320313,531047.875,321.249145507813,45.231097009883
1338,16279,483.710205078125,5008314.5,53.318019866943,45.236730757067
1339,16281,423.227386474609,2743010.0,75.410003662109,45.2409496544
1340,16282,538.737487792969,760299.8125,269.535278320313,45.2425457096
1341,16283,533.247680664063,298092.15625,598.837768554688,45.247353519467
1342,16284,503.218902587891,1606028.0,116.349349975586,45.257614124017
1343,16285,486.216186523438,2018329.0,68.227424621582,45.259832217067
1344,16286,416.221588134766,12374219.0,25.437450408936,45.261249485067
